description,title,url,price,spider,image_urls,server,project,images,location,address,date
"ATCO ESTATES LTD are proud to present this beautiful 2 Double Bedrooms & 1 Big Reception room on 2nd floor Flat in Medway Court Whalebone Ln South RM8.  Features:  * 2 Double Bedrooms. *1 Reception room * Family Size Bathroom. * Newly Fitted Kitchen. * Free Parking. * Newly refurbished. * Gas Central Heating. * Double Glazed Windows. * Short walk to all local amenities. * 24 Hours Local Bus Service  Contact  ATCO ESTATES LTD  704 Green Lane Dagenham RM8 1YX 02085994557  Administration Fees applies while renting a property in England, Wales and Northern Ireland. Please call our office number for more details. ",***** 2 Double Bedrooms Flat 2Nd Floor Flat Close To Robert Clack School Rm8 ****,https://www.gumtree.com/p/property-to-rent/-2-double-bedrooms-flat-2nd-floor-flat-close-to-robert-clack-school-rm8-/1178127532,[1350.0],easy,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/JNUAAOSw0kNXhP3s/$_86.JPG,umair-ThinkPad-T420,properties,,,"Romford, London","[datetime.datetime(2017, 12, 28, 18, 18, 14, 173013)]"
"Atco Estates are pleased to offer this newly refurbished three bed house in the heart of Ilford. Property is ideal for a family of not more then 6 people.  Property Comprises Of:- One Big Size Reception area ( Can be used as Bedroom ) One Big Size Dinning Area Big Brand New Kitchen Bathroom ( Down stairs ) Two Double Bedrooms ( 1st Floor ) One Single Bedroom ( 1st Floor ) Garden Ready to move in Dss accepted with 2 months deposit and one month rent in advance   For more details Please call our office number  Atco Estates Ltd 704 Green Lane, Dagenham  Administration Fees applies while renting a property in England, Wales and Northern Ireland. Please call our office number for more details.",Three Bed House Close To Ilford Lane,https://www.gumtree.com/p/property-to-rent/three-bed-house-close-to-ilford-lane/1257406107,[1750.0],easy,https://i.ebayimg.com/00/s/MzJYMzI=/z/3HsAAOSwZANZebUL/$_86.JPG,umair-ThinkPad-T420,properties,,,"Barking, London","[datetime.datetime(2017, 12, 28, 18, 18, 14, 260464)]"
"Fantastic two bedroom flat arranged on the second floor Set within a well located purpose-built block Bright and spacious reception room with wood flooring  Lovely modern fitted kitchen Features two generous, well presented bedroom Benefits from off-street parking Located moments away from the local amenities of Wood Green Property description Ideally situated on a quiet residential street in Wood Green, this well presented two bedroom flat features a bright and spacious reception room and is set in a purpose-built block with communal gardens and parking.  Located on Eastern Road, the property is close to an excellent selection of shops, bars and restaurants in Wood Green. Transport links include Alexandra Palace Station (National Rail) and Bounds Green Underground Station (Piccadilly Line)","2 Bed Flat To Rent Eastern Road, Wood Green N22 7Dd",https://www.gumtree.com/p/property-to-rent/2-bed-flat-to-rent-eastern-road-wood-green-n22-7dd/1280798901,[1218.0],easy,https://i.ebayimg.com/00/s/MTAyNFg2Nzg=/z/U50AAOSwxzdaRO6L/$_86.JPG,umair-ThinkPad-T420,properties,,,"Wood Green, London","[datetime.datetime(2017, 12, 28, 18, 18, 14, 328658)]"
"Winkworth are happy to introduce a large Victorian terrace house to the rental market. Comprising of a double bay fronted reception room with original wooden flooring throughout, rear kitchen/dinner with bi-folding doors leading to a south facing private garden. There is also separate utility room and w/c on the ground floor. The first floor consists of three double bedrooms with ample storage and two separate washrooms (bath and shower). On the same floor you will also find a small room that can be used as either a single bedroom or office. The top floor comprises a full height double bedroom with en-suite shower room and plenty of storage. The house had all new plumbing and wiring in 2012, including a sealed heating system. There is also underfloor heating in the kitchen and utility room and in the two first floor bathrooms This family home is available in February and offered Unfurnished. Agent: Baz Trading And Investments Ta Winkworth Kensal Rise Agent Ref: 67081432_KQP150620_L","4 Bedroom House In Creighton Road, London, Nw6",https://www.gumtree.com/p/property-to-rent/4-bedroom-house-in-creighton-road-london-nw6/1267285683,[1350.0],easy,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/1koAAOSwY~laOnw8/$_86.JPG,umair-ThinkPad-T420,properties,,,"Kilburn, London","[datetime.datetime(2017, 12, 28, 18, 18, 14, 497950)]"
"- No Agent Fees - Property Reference Number: 321810 A BEAUTIFULLY presented TWO LARGE BEDROOM En-suite 3rd Floor apartment located within easy reach of Edmonton Green Train Station. Benefit include 2 DOUBLE ROOMS, LAMINATED FLOORING, Close to Shops and Amenities, Double Glazing, Gas central heating, three-piece bathroom suite and Kitchen with the following Appliances (Washing Machine, Dishwasher, Fridge Freezer, Gas Cooker, Oven and Extractor) * Rent directly from the Landlord * 2 Double size bedrooms * Large Bathroom * En-Suite shower room * Recently decorated * Allocated parking bay * SPACIOUS LOUNGE/DINER * Double glazing * Gas central heating * 3mins walk to train * Close to Shops and Amenities * Part DSS may be considered This PROPERTY is available on a furnished/unfurnished basis. Summary & Exclusions: - Rent Amount: £1,400.00 per month (£323.08 per week) - Deposit / Bond: £1,500.00 - 2 Bedrooms - 2 Bathrooms - Property comes furnished - Available to move in from 31 January, 2018 - Minimum tenancy term is 12 months - Maximum number of tenants is 4 - DSS enquiries welcome - No Students - No Pets, sorry - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: C If calling, please quote reference: 321810 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321810 Agent: OpenRent Agent Ref: Reference_Number_321810","2 Bedroom Flat In Gareth Drive, London, N9 (2 Bed)",https://www.gumtree.com/p/property-to-rent/2-bedroom-flat-in-gareth-drive-london-n9-2-bed-/1280189079,[1400.0],easy,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/yRoAAOSwyi9aO7v7/$_86.JPG,umair-ThinkPad-T420,properties,,,"Edmonton, London","[datetime.datetime(2017, 12, 28, 18, 18, 14, 607879)]"
"3 Bedroom Mid Terrace House Cumbrae Drive located in Motherwell Available 3rd December 2017.  The property comprises of a spacious lounge with feature fireplace. Further benefits from 3 bedrooms,fitted kitchen and family bathroom. The property has laminate flooring, GCH and DG also a front and back garden with shed. Available unfurnished for £450  Council Tax Band B  No Pets No Dss without Guarantor No Smoking References Required  Rent £450.00 Deposit: £500.00  To arrange a viewing or for more info please contact 0141 423 6526 / 9418 between 9am to 6pm Mon to Fri",3 Bedroom Mid Terrace House Cumbrae Drive Located In Motherwell Available 3Rd December 2017,https://www.gumtree.com/p/property-to-rent/3-bedroom-mid-terrace-house-cumbrae-drive-located-in-motherwell-available-3rd-december-2017/1273587043,[450.0],easy,https://i.ebayimg.com/00/s/NTAwWDM3NQ==/z/P6EAAOSw~vpZ-uiv/$_86.JPG,umair-ThinkPad-T420,properties,,,"Motherwell, North Lanarkshire","[datetime.datetime(2017, 12, 28, 18, 18, 14, 639466)]"
"The property comprises of a good size lounge with feature fireplace and laminate flooring. Double bedroom with laminate flooring. Fitted kitchen and family bathroom. The flat further benefits from Gas central heating, double glazing, shared back garden with bin area,laminate flooring.  The property is Available Furnished.  Council Tax Band A.  No Pets No Dss without Guarantor No Smoking References Required  Rent: £375.00 Deposit: £400.00  To arrange a viewing or for more info please contact the office on 0141 423 6526 Monday to Friday 9am to 6pm",Ground Floor 1 Bedroom Flat Located In Ranald Gardens Rutherglen Available Now,https://www.gumtree.com/p/property-to-rent/ground-floor-1-bedroom-flat-located-in-ranald-gardens-rutherglen-available-now-/1261765099,[375.0],easy,https://i.ebayimg.com/00/s/MzJYMzI=/z/5-MAAOSwWCBZlGbc/$_86.JPG,umair-ThinkPad-T420,properties,,,"Southside, Glasgow","[datetime.datetime(2017, 12, 28, 18, 18, 14, 725395)]"
"Traditional 2 Bedroom 1st Floor Flat, Westmoreland Street Available 15th January 2018  Spacious 2 bedroom traditional blonde sandstone tenement in the Southside. Accommodation comprises; Entrance Hall, Spacious Lounge, 2 Double Sized Bedrooms, Kitchen fitted with a range of floor and wall mounted units and a Family Bathroom. Property is carpeted and Furnished.  Council tax B.  No Pets No Dss without Guarantor No Smoking References Required from previous landlord / letting agent.  Rent £550.00 Deposit: £600.00  To arrange a viewing or for more info please contact 0141 423 6526 between 9am to 6pm","Traditional 2 Bedroom 1St Floor Flat, Westmoreland Street Available 15Th January 2018",https://www.gumtree.com/p/property-to-rent/traditional-2-bedroom-1st-floor-flat-westmoreland-street-available-15th-january-2018/1280181751,[550.0],easy,https://i.ebayimg.com/00/s/MTgzWDI3NQ==/z/EtkAAOSwridaOkwZ/$_86.JPG,umair-ThinkPad-T420,properties,,,"Southside, Glasgow","[datetime.datetime(2017, 12, 28, 18, 18, 14, 746933)]"
"Traditional 1st floor spacious 3 bedroom flat Available 27th November 2017. The property comprises of a spacious lounge and three double bedrooms. It further benefits from a large fitted kitchen with dinning area and family bathroom. The flat has Gas Central Heating, Double Glazing and plenty of storage space. Available furnished for £650 per month.  Council Tax Band C.  No Pets No Dss without Guarantor No Smoking References Required  Rent £650.00 Deposit: £700.00  To arrange a viewing or for more info please contact 0141 423 6526 between 9am to 6pm Monday to Friday",Traditional 3 Bedroom 1St Floor Flat In Garturk Street Govanhill - Available 27Th November 2017,https://www.gumtree.com/p/property-to-rent/traditional-3-bedroom-1st-floor-flat-in-garturk-street-govanhill-available-27th-november-2017/1274554847,[650.0],easy,https://i.ebayimg.com/00/s/MjAwWDMwMA==/z/aVsAAOSwVlVaAzSD/$_86.JPG,umair-ThinkPad-T420,properties,,,"Southside, Glasgow","[datetime.datetime(2017, 12, 28, 18, 18, 14, 803977)]"
"Traditional 1 Bedroom 1st floor Flat Smithhills Street, Paisley - Available 24th December 2017  The flat comprises of 1 double bedroom, good size lounge with open plan kitchen,Family Bathroom, Further benefits of New Carpets throughout, the property has recently been refurbished, and newly done up, New GCH, and DG and secure door entry. Available furnished. Council Tax Band A  No pets allowed No Dss without Guarantor References required from previous landlord / letting agent. No Smoking  Rent £350.00 Deposit: £350.00  Ideal for all amenities including Shops, Schools, Nurseries, Buses and the University and College. The property is closely situated to the Paisley Gilmour Railway Station meaning it has excellent transport links to Glasgow, among other locations.  To arrange a viewing or for more info please contact 0141 423 6526 between 9am to 6pm, Monday to Friday","Traditional 1 Bedroom 1St Floor Flat Smithhills Street, Paisley - Available 24Th December 2017",https://www.gumtree.com/p/property-to-rent/traditional-1-bedroom-1st-floor-flat-smithhills-street-paisley-available-24th-december-2017/1181674656,[350.0],easy,https://i.ebayimg.com/00/s/MzAwWDQwMA==/z/V2cAAOSwZVlXpIe~/$_86.JPG,umair-ThinkPad-T420,properties,,,"Paisley, Renfrewshire","[datetime.datetime(2017, 12, 28, 18, 18, 14, 830634)]"
"Well presented 2 bedroom upper cottage, ideally located in Muirhouse Avenue Newmains, Wishaw Available 27th December 2017  The property comprises of 2 double bedrooms, lounge, fully fitted kitchen and Shower room. The accommodation further benefits of GCH, DG, garden access and Driveway parking. Close to all local amenities and excellent transport links with easy access to the M74.  Available Unfurnished £400.00 or Furnished £450.00  Council Tax Band A.  No pets allowed at all No Dss without Guarantor No time wasters References required from previous landlord/letting agent.  Rent £400.00 Deposit £500.00  To arrange a viewing or for more info please contact the office on 0141 423 6526 between 9am to 6pm Mon to Fri","2 Bedroom Upper Cottage Located In Muirhouse Avenue Newmains, Wishaw - Available 27 December 2017",https://www.gumtree.com/p/property-to-rent/2-bedroom-upper-cottage-located-in-muirhouse-avenue-newmains-wishaw-available-27-december-2017/1277299327,[400.0],easy,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/jGAAAOSw~RVaHBBM/$_86.JPG,umair-ThinkPad-T420,properties,,,"Wishaw, North Lanarkshire","[datetime.datetime(2017, 12, 28, 18, 18, 15, 35884)]"
"Traditional 2 Bed 2nd Floor Flat in Baronald Street Rutherglen Available 19th January 2018  The property comprises of 2 double bedroom, spacious lounge, fitted kitchen and bathroom with 3 piece white suite. Further benefits of G/C/H & New double glazing, secured door entry Available Furnished.  Council Tax Band B.  No Pets No Dss without Guarantor No Smoking References Required  Rent £495.00 Deposit: £550.00  To arrange a viewing or for more info please contact the office on 0141 423 6526 Monday to Friday",Traditional 2 Bed 2Nd Floor Flat In Baronald Street Rutherglen - Available 19Th January 2018,https://www.gumtree.com/p/property-to-rent/traditional-2-bed-2nd-floor-flat-in-baronald-street-rutherglen-available-19th-january-2018/1279976897,[495.0],easy,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/zXMAAOSwB3BaN8rT/$_86.JPG,umair-ThinkPad-T420,properties,,,"East End, Glasgow","[datetime.datetime(2017, 12, 28, 18, 18, 15, 63035)]"
"BRAND NEW 2 bed 2 bath apartment set in this brand new development of apartments finished to a very high standard, close to local shops and New Barnet BR station with fast links into London. This property features an open plan living room and fully fitted kitchen with built in oven and hob and fridge freezer, master bedroom with en-suite shower room and a second double bedroom, modern tiled bathroom, video entrance system, double glazed and gas central heating. With excellent transport links, New Barnet benefits from the mainline train station (Moorgate Line) giving access into Finsbury Park, in as little as 9 minutes and London Kings Cross in 15 minutes. Also, High Barnet tube station (Northern Line) is only a short bus journey or drive away. Call now to arrange a viewing. Agent: Pointview Agent Ref: POINTVIEWESTATES_POINT004167","2 Bedroom Flat In East Barnet Road, Barnet, En4",https://www.gumtree.com/p/property-to-rent/2-bedroom-flat-in-east-barnet-road-barnet-en4/1279389469,[1350.0],easy,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/zRwAAOSwCMFaOoHQ/$_86.JPG,umair-ThinkPad-T420,properties,,,"Barnet, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 89607)]"
"- 9th floor - 819sq ft - Spacious living and entertaining space - Reception room - Two bedrooms - Two bathrooms - Modern kitchen - Ample storage space  The apartment offers easy access to superb transport links such as Paddington Train Station (Bakerloo, Hammersmith & City, Circle, District lines and Heathrow) Edgware Road (Circle, District and Bakerloo lines).  Should you be interested to arrange a viewing, please contact Mari on:  074 69112616 078 66443418",***Paddington*** - Modern Bright Two Bedroom Apartment,https://www.gumtree.com/p/property-to-rent/-paddington-modern-bright-two-bedroom-apartment/1233253064,[860.0],easy,https://i.ebayimg.com/00/s/MjQ1WDQzMA==/z/xtgAAOSwRUhY-J9g/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 110247)]"
"Spacious two bedroom house with the garden. The house is situated close to Beckton Park D.L.R. station. The property benefits with a fully fitted kitchen, large lounge, family bathroom and two double bedrooms. Property is close to local amenities, including Beckton Park, superstore and local shops . For further details visit www.alexneil .com Agent: Alex Neil Docklands Canary Wharf Agent Ref: 10854_1254615","2 Bedroom House In Boultwood Road, Beckton E6",https://www.gumtree.com/p/property-to-rent/2-bedroom-house-in-boultwood-road-beckton-e6/1253642639,[1300.0],easy,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/DaYAAOSwQ59ZYOB~/$_86.JPG,umair-ThinkPad-T420,properties,,,"Beckton, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 262687)]"
"A well presented, newly decorated two double bedroom apartment on the fourth floor of this impressive period building. Comprising an open plan L shaped kitchen/diner, two double bedrooms and guest bathroom. Offered furnished and available now.  The property is located moments from the excellent facilities of Queensway, Westbourne Grove and the West End. Transport links include Royal Oak Underground Station (Hammersmith & City Line) while Paddington is also nearby (Bakerloo, District, Circle lines and National Rail).  Should you be interested to arrange a viewing kindly call Mari on; 07469112616 07866443418   ML28062017-H0054D",*Bayswater* - 2 Bedroom Apartment To Rent,https://www.gumtree.com/p/property-to-rent/-bayswater-2-bedroom-apartment-to-rent/1251776003,[450.0],easy,https://i.ebayimg.com/00/s/NDA0WDY1Mw==/z/XqcAAOSwLsBZVQYn/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 288407)]"
"- No Agent Fees - Property Reference Number: 321956 In the sought after area of Middleton, just off Rochdale Road Conservation Area and close to Hopwood Hall College, is this immaculate light and spacious one bedroom flat. Close to Middleton town centre and all local amenites, the property also has excellent transport links to the motorway network and Manchester city centre. The accomodation comprises: Entrance Hall, Spacious Lounge with a large window which is not overlooked, Double Bedroom with fitted furnishings, Modern Fitted Kitchen and Bathroom. The property also benefits from double glazing and underfloor heating and use of a large communal garden. Council Tax Band A. Viewings on Saturday/01/18. Summary & Exclusions: - Rent Amount: £450.00 per month (£103.85 per week) - Deposit / Bond: £450.00 - 1 Bedrooms - 1 Bathrooms - Property comes unfurnished - Available to move in fromJanuary, 2018 - Minimum tenancy term is 6 months - Maximum number of tenants is 2 - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - No Smokers - Not Suitable for Families / Children - Bills not included - No Parking Available - Property has garden access - Property has fireplace - EPC Rating: C If calling, please quote reference: 321956 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321956 Agent: OpenRent Agent Ref: Reference_Number_321956","1 Bedroom Flat In Hollin House, Middleton, Manchester, M24 (1 Bed)",https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-in-hollin-house-middleton-manchester-m24-1-bed-/1280300037,[450.0],easy,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/bcAAAOSwWLBaO7u-/$_86.JPG,umair-ThinkPad-T420,properties,,,"Middleton, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 15, 335467)]"
"3 Bedroom Property available in Belchers Lane  The property consists of 3 Bedrooms, 2 reception rooms and downstairs bathroom and kitchen front and back garden  For further details contact us on the number above.",3 Bedroom House Available In Bordesley Green,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-available-in-bordesley-green/1272278150,[600.0],easy,https://i.ebayimg.com/00/s/NzA3WDg3MQ==/z/5cgAAOSwdx1Z7zpp/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 15, 421110)]"
3 bed house - comprising of hall- lounge opening on to garden with patio area- kitchen-1 x bathroom 3 x bedrooms- garage and drive way. NO DSS -NO PETS- suit professional modern clean house with central heating & UPVC windows. gas & electric on meter{pay as you go} close to local amenities- inc train station-airport-shops deposit & contract  please call our lettings team now on 0121 773 3200 / 07908892345 / 07970558145,3 Bedroom In Stechford To Let,https://www.gumtree.com/p/property-to-rent/3-bedroom-in-stechford-to-let/1270991841,[800.0],easy,https://i.ebayimg.com/00/s/NjYzWDEwMjQ=/z/V5MAAOSwLuVZ5OFL/$_86.JPG,umair-ThinkPad-T420,properties,,,"Stechford, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 15, 514972)]"
"Well presented three bedroom property located in sought after location - Fallowfield.  property consists of three bedrooms, through lounge, central heated and double glazed.  Off street parking to front of house  Front and rear gardens.",Semi Detached Property Available Now - Mornington Crescent,https://www.gumtree.com/p/property-to-rent/semi-detached-property-available-now-mornington-crescent-/1280226472,[900.0],easy,https://www.gumtree.com/p/property-to-rent/semi-detached-property-available-now-mornington-crescent-/1280226472,umair-ThinkPad-T420,properties,,,"Withington, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 15, 560682)]"
"HI I have the below residents available, please note all rooms are including bills and free wifi unless specified The rooms are all available/ SHORT TERM LETS ALSO CONSIDERED DEPENDING ON AVAILABILITY  PLEASE NOTE THIS IS THE BUSIEST TIME OF YEAR THEREFORE VIEWINGS ARE RECOMMENDED  PORTLAND CRESCENT -M13 0BU Various rooms inc en suits Between £390 and £500 pcm  HEALED AVENUE- M14 4HH X3 DOUBLE ROOMS £800 PCM BILLS INCLUDED  SCARSDALE ROAD-M14 5PR- VIEWINGS TODAY OR MONDAY X2 DOUBLE ROOMS - £425PM  DEMESNE ROAD- M16 8HG 1 BED STUDIO APT £600 PCM PLUS BILLS to arrange a viewing please contact me I look forward to speaking with you. I am happy to accomodate individual needs/circumstances. i have a few others too feel free to ask Kind regards   Mary or Renae  Empty properties 124 wilmslow road M14 5AH ",Open My Advert Students & Professionals Only Need Apply,https://www.gumtree.com/p/property-to-rent/open-my-advert-students-professionals-only-need-apply/1266134055,[425.0],easy,https://i.ebayimg.com/00/s/NTM4WDcyMA==/z/64YAAOSw-URZumJ3/$_86.JPG,umair-ThinkPad-T420,properties,,,"Victoria Park, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 15, 605631)]"
"Hi  The below are available now please confirm which ones you would like to view, Please note most of my rooms are available from now and some can be booked for 2018 feel free to ask  9 CLYNE STREET- M32 3 BED HOUSE £1000.000PCM BILLS INC  84 HEALD PLACE-M14 2X DOUBLE ROOMS £400.00 PCM 1X SINGLE ROOM £300.00 PCM BILLS INCLUDED  RUSKIN AVENUE-M14 DOUBLE ROOM, shower room and lounge exclusive only shared kitchen £500.00PCM BILLS INC   37 Ruskin avenue Medium room- £385 pcm bills inc Double room- £435 pcm bills inc  49-51 Wilmslow road - M14 X2 Double rooms- £265-£315 pcm inc bills no wifi  19-21 anson road fitz william court - M14 5BZ Double room- £550 pcm inc bills available mid Jan 2018  8 Rusholme Grove- M14 X4 Double rooms - £105 pppwk inc bills available 2018  Or feel free to call and discuss further, i look forward to hearing from you  Thank you  ",Open My Advert See What Suits You Best And Call Me All Welcome Except Dss,https://www.gumtree.com/p/property-to-rent/open-my-advert-see-what-suits-you-best-and-call-me-all-welcome-except-dss/1279992021,[450.0],easy,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/Jc4AAOSw3RZaN-T6/$_86.JPG,umair-ThinkPad-T420,properties,,,"Rusholme, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 15, 689108)]"
Huge Rooms to let in Victoria park all... All rooms inc free wifi and are fully furnished  Rooms are within walking distance to universities and all local amenities  Property comprises of five double bedrooms Two wc with Bathroom   Internal viewing highly recommended  Call our Lettings team today on 0161 224 1702 / text 07970558145,Rooms To Rent In Victoria Park - £400 Inc Bills,https://www.gumtree.com/p/property-to-rent/rooms-to-rent-in-victoria-park-%C2%A3400-inc-bills-/1266059282,[400.0],easy,https://i.ebayimg.com/00/s/NTc2WDEwMjQ=/z/KGoAAOSwPyBZuXGT/$_86.JPG,umair-ThinkPad-T420,properties,,,"Victoria Park, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 15, 793760)]"
Keller Williams are pleased to offer this modern studio apartment located on the second floor of a period property. Located in Pimlico between Pimlico and Victoria station offering great transport links with London underground. Available now early viewing highly recommended. Agent: Robin Hurst Ventures UK Ltd TA Keller Williams Mayfair Agent Ref: KE003-LI-RE4,"Studio Flat In 39 Gloucester Street, London, Sw1V",https://www.gumtree.com/p/property-to-rent/studio-flat-in-39-gloucester-street-london-sw1v/1233469745,[330.0],easy,https://i.ebayimg.com/00/s/MzMzWDUwMA==/z/r6wAAOSw~y9ZAbNH/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 849753)]"
"Nice ,clean one clean double room to let in woolwich its a 8 min walk from Woolwich dlr and national rail 1min walk from 53 bus stop which is 24hours goes to central london 24 local shops just 1minute walk now about the room its in nice clean flat double size room with fast wifi clean bed also very clean kitchen and toilet and massive clean garden with conservatory.the room is available now For 2 person £550,1 person £500 With 100 deposit to secure the room students and working professionals, couple ,for 2 person or single person are welcome,the room is available now...please call or text to arrange a viewing 07940240175",Lovely Doubleroom Rent Woolwich All Bills Included £500,https://www.gumtree.com/p/property-to-rent/lovely-doubleroom-rent-woolwich-all-bills-included-%C2%A3500/1280798671,[500.0],easy,https://i.ebayimg.com/00/s/MTAyNFg1NzU=/z/mfUAAOSwY~1aRO4U/$_86.JPG,umair-ThinkPad-T420,properties,,,"Woolwich, London","[datetime.datetime(2017, 12, 28, 18, 18, 15, 928385)]"
"Room Only (Shared House) - No Agent Fees - Property Reference Number: 320035 FIRST MONTHS RENT HALF PRICE!! A large and unique detached house located close to Rawmarsh in Rotherham with a double room in an excellent shared house. AVAILABLE TO LET NOW! * All bills inclusive for £75 per week (£325pcm) * High quality furnishings * Unlimited Wireless Broadband * Digital TV Aerial Points in all bedrooms * Sky Channels with 42"" HD TV in Lounge * Ideal for a person who works locally Located between Parkgate and Rawmarsh, this property is close to Parkgate Retail Park and boasts exceptionally easy access to the rest of Rotherham, but also to the surrounding areas of Sheffield, Barnsley and Meadowhall. The double bedrooms available are all fully furnished and includes; a double leather effect bed, Mexican pine chest of drawers, bedside cabinet and wardrobe. Matching curtains, lamp shade and bed side lamp are also provided. The large and spacious oak kitchen is very well equipped with everything required. There is ample storage throughout, provided by the good quality oak wall and base units and these are complimented with a granite worktop. The kitchen is also fitted out with a large American style fridge/freezer, double oven/hob, washing machine, tumble dryer, iron, ironing board, microwave, toaster, kettle, cutlery and utensils. The separate living and dining room includes 2 leather sofa's, 37"" LCD TV with SKY TV Channels, TV entertainment unit, dining table with 4 chairs and nest of coffee tables. A cleaner comes out once a month to freshen up the communal areas. The shared bathroom includes bath with shower, sink and WC. There is also an additional downstairs WC. Deposit required of £100, which is secured in the deposit protection scheme. Internal viewing highly recommended. Sorry, no DSS tenants, working tenants only. Summary & Exclusions: - Rent Amount: £325.00 per month (£75.00 per week) - Deposit / Bond: £100.00 - 5 Bedrooms - 3 Bathrooms - Property comes furnished - Available to move in from 28 December, 2017 - Minimum tenancy term is 6 months - Maximum number of tenants is 1 - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - Smokers considered - Not Suitable for Families / Children - Bills Included - Property has parking - Property has garden access If calling, please quote reference: 320035 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 320035 Agent: OpenRent Agent Ref: Reference_Number_282093","1 Bedroom In High Street, Rotherham, S62",https://www.gumtree.com/p/property-to-rent/1-bedroom-in-high-street-rotherham-s62/1265866614,[325.0],easy,https://i.ebayimg.com/00/s/NTg3WDgwMA==/z/alYAAOSwSrNaO7uC/$_86.JPG,umair-ThinkPad-T420,properties,,,"Rawmarsh, South Yorkshire","[datetime.datetime(2017, 12, 28, 18, 18, 15, 954874)]"
"Hogomony booking..... Stunning Wonderful sunny, well provisioned flat in Newington , now booking for 26,27,28, 29,30th,31st,1st.  One double bedroom Left,Book It Quick. £500 weekly or £100 a night.  Location: Its located in Newington/Meadows close to Royal Mile.And about a 10-15-minute walk from the princes street is just a short walk away and surrounding provides local shops and amenities, Lots Of Restaurants,Bars,Coffee Shops Etc.  The property consist of The reception area leads to a spacious huge double bedroom, and the kitchen off the sitting area with utility/pantry room and toilet with three piece bathroom suits with both gas and electric shower further another double bedrooms. The Apartment Has on-street parking and pay and display parking nearby. Rental includes bed linen, towels, and complimentary WIFI broadband.   Easy walking distance to the city centre, Royal Mile and Princes Street and other venues, with a pleasant stroll across the Meadows. Nearest bus stop only 1minute from the flat, frequent buses to city centre. Close enough to all the action, and a haven to come back to relax. £500 a Week Or £100 a Night.  ","Xmas/Hogomany Or Short Term Holiday Rental City Center, All Inclusuve.",https://www.gumtree.com/p/holiday-rentals/xmas-hogomany-or-short-term-holiday-rental-city-center-all-inclusuve./1280346622,[500.0],easy,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/XI0AAOSwcOFaPDYK/$_86.JPG,umair-ThinkPad-T420,properties,,,"Meadows, Edinburgh","[datetime.datetime(2017, 12, 28, 18, 18, 15, 977899)]"
